cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,nome_pais,natureza_juridica,data_inicio_atividade,cnae,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio_import,ddd1,ddd2,ddd_fax,email,qualificacao_do_responsavel,capital_social,porte,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,telefone_completo_1,telefone_completo_2,endereco,municipio,tel_maps,site,whatsapp,instagram,facebook,email_site,score,status,socios,tel_opencnpj,email_opencnpj,site_google,atualizado_em
03244624000142,1,M M B COMERCIO DE VEICULOS LTDA,BARAO VEICULOS,2,1999-06-21,0,,,,2062,1999-06-21,4511102,RUA,PARAIBUNA,526,,JARDIM SAO DIMAS,12245020,SP,7099,SAO JOSE DOS CAMPOS,12  39123522,,,CAROLINA@BARAOVEICULOS.COM.BR,49,64000.00,05,0,,,0,,,,,"PARAIBUNA, 526 — JARDIM SAO DIMAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03244681000121,1,M H S I  AUTOMACAO INDUSTRIAL LTDA,,2,2005-11-03,0,,,,2240,1999-06-29,6209100,RUA,MANOEL RICARDO JUNIOR,109,,JARDIM SAO DIMAS,12245061,SP,7099,SAO JOSE DOS CAMPOS,71  99408777,,,MHSI@GMX.DE,49,1000.00,01,1,2018-01-01,,0,,,,,"MANOEL RICARDO JUNIOR, 109 — JARDIM SAO DIMAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03244875000127,1,IRMAOS FERREIRA VILAS BOAS LTDA,BAR E ADEGA VILA BOAS,2,2005-11-03,0,,,,2062,1999-04-13,5611204,RUA,DOS FUNILEIROS,220,,PARQUE NOVO HORIZONTE,12225690,SP,7099,SAO JOSE DOS CAMPOS,12  82481940,12  88220822,,JC.PRODU@HOTMAIL.COM,49,100000.00,03,0,2018-01-01,2018-12-31,0,,,,,"DOS FUNILEIROS, 220 — PARQUE NOVO HORIZONTE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03244963000129,1,MELBO INDUSTRIA E COMERCIO DE MAQUINAS LTDA,,2,2005-11-03,0,,,,2062,1999-06-18,2829199,RUA,DOUTOR JOAO BATISTA NOGUEIRA,261,,JARDIM ROSARIO,12236330,SP,7099,SAO JOSE DOS CAMPOS,12  39113440,,12  38762992,MELBO@MELBO.COM.BR,49,30000.00,03,0,2017-01-01,2018-12-31,0,,,,,"DOUTOR JOAO BATISTA NOGUEIRA, 261 — JARDIM ROSARIO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03245107000350,2,PLANEL PLANEJAMENTOS E CONSTRUCOES ELETRICAS LTDA,PLAN L,2,2005-11-03,0,,,,2062,1975-03-14,4221902,AVENIDA,DEP BENEDITO MATARAZZO,8333,,VILA BETANIA,12245190,SP,7099,SAO JOSE DOS CAMPOS,,,,,5,0.00,05,0,,,0,,,,,"DEP BENEDITO MATARAZZO, 8333 — VILA BETANIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03245107000600,2,PLANEL PLANEJAMENTOS E CONSTRUCOES ELETRICAS LTDA,,2,2005-11-03,0,,,,2062,1997-02-26,5211701,RUA,GUACUI,20,,CHACARAS REUNIDAS,12238480,SP,7099,SAO JOSE DOS CAMPOS,,,,,5,0.00,05,0,,,0,,,,,"GUACUI, 20 — CHACARAS REUNIDAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03245484000127,1,ASSOCIACAO AMIGOS DA ESCOLA INSTITUTO MATERNO INFANTIL FLAVIO LENZI,,2,1999-05-18,0,,,,3999,1999-05-18,8512100,PRACA,DAS GAIVOTAS,535,,VL TATETUBA,12240360,SP,7099,SAO JOSE DOS CAMPOS,012 3823027,,,,10,0.00,05,0,,,0,,,,,"DAS GAIVOTAS, 535 — VL TATETUBA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03245590000100,1,LOURIVAL MARTINS DA SILVA 04741732835,MARA MODAS,2,2005-11-03,0,,,,2135,1999-06-24,4781400,AVENIDA,PICO DAS AGULHAS NEGRAS,465,,ALTOS DE SANTANA,12214000,SP,7099,SAO JOSE DOS CAMPOS,,,,,50,0.00,01,1,2007-07-01,,1,,,,,"PICO DAS AGULHAS NEGRAS, 465 — ALTOS DE SANTANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03248310000118,1,RODOLFO RIBEIRO DINIZ CONSTRUCOES,DINIZ PINTURAS & CONSTRUCOES,2,2005-11-03,0,,,,2135,1999-06-28,4330404,RUA,PORTO NOVO,271,,JARDIM SATELITE,12230060,SP,7099,SAO JOSE DOS CAMPOS,12  97364110,,12  39343146,DINIZPINTURAS@HOTMAIL.COM,50,0.00,01,0,2007-07-01,2008-12-31,0,,,,,"PORTO NOVO, 271 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03249309000108,1,CASSIANO F. M. DE OLIVEIRA,,2,2005-05-14,0,,,,2135,1999-06-16,4520001,AVENIDA,PICO DAS AGULHAS NEGRAS,675,,JD ALTOS DE SANTANA,12214000,SP,7099,SAO JOSE DOS CAMPOS,012 3417591,,,,50,0.00,01,1,2007-07-01,,0,,,,,"PICO DAS AGULHAS NEGRAS, 675 — JD ALTOS DE SANTANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03249867000173,1,Z. D. DOI & CIA LTDA,,2,2005-11-03,0,,,,2062,1999-03-29,5611203,RUA,CESAR LEITE,53,,CENTRO,12245031,SP,7099,SAO JOSE DOS CAMPOS,012 3217955,,012 3217955,,49,0.00,01,1,2007-07-01,,0,,,,,"CESAR LEITE, 53 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03249952000131,1,WICK REPRESENTACAO LTDA.,,2,2005-11-03,0,,,,2062,1999-05-27,4617600,AVENIDA,OURO FINO,1421,APT   36                  BLOCO A2,BOSQUE DOS EUCALIPTOS,12233400,SP,7099,SAO JOSE DOS CAMPOS,12  39398166,,,CARLOSMEDEIRO@IG.COM.BR,49,2000.00,01,0,,,0,,,,,"OURO FINO, 1421 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03251476000193,1,SUMARC - COMERCIO DE ELETRONICOS LTDA,SUMARC,2,2003-09-06,0,,,,2062,1999-06-25,4753900,RUA,PRESIDENTE WASHINGTON LUIS,150,,VILA  ESMERALDA,12212150,SP,7099,SAO JOSE DOS CAMPOS,12  39413235,12  39549066,,mcorra@ig.com.br,49,4000.00,03,1,2007-07-01,,0,,,,,"PRESIDENTE WASHINGTON LUIS, 150 — VILA  ESMERALDA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03253709000197,1,ZAWADZKI LTDA,POLACO AUTO PECAS,2,2005-08-27,0,,,,2062,1999-07-02,4530703,AVENIDA,PERSEU,637,,JARDIM SATELITE,12230470,SP,7099,SAO JOSE DOS CAMPOS,12  78145682,12  38922947,12  38922947,polacoautomotivo@polacoautomotivo.com.br,49,100000.00,01,1,2013-01-01,,0,,,,,"PERSEU, 637 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03254958000105,1,J. B. DE SOUZA RODRIGUES SJCAMPOS ME,,2,2002-11-09,0,,,,2135,1999-06-28,4712100,RUA,BENTO PINTO DA CUNHA,543,,JD. UNIVERSO,12221143,SP,7099,SAO JOSE DOS CAMPOS,,,,,50,0.00,01,1,2007-07-01,,1,,,,,"BENTO PINTO DA CUNHA, 543 — JD. UNIVERSO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03255081000169,1,ORDEM SAGRADA DO TEMPLO E DO GRAAL - PONTIFICADO DO TEMPLO,ORDO SACER TEMPLI ET GRAALIS - PONTIFICATUS TEMPLI,2,2019-03-01,0,,,,3220,1999-06-22,9491000,RUA,CARVALHO DE ARAUJO,250,CXPST 71,VILA MARIA,12245970,SP,7099,SAO JOSE DOS CAMPOS,12  33022528,12  33022528,12  33022528,templum@ostg.org,10,0.00,05,0,,,0,,,,,"CARVALHO DE ARAUJO, 250 — VILA MARIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03256527000170,1,DO VALE EMPREENDIMENTOS LTDA,DO VALE TRANSPORTES,2,2020-01-26,0,,,,2062,1999-07-02,4313400,RUA,JOAO DA SILVA PORTO,96,,URBANOVA,12244524,SP,7099,SAO JOSE DOS CAMPOS,12  39136820,,012 3213651,GRUPODOVALE@GRUPODOVALE.COM,49,5000000.00,05,0,2007-07-01,2008-12-31,0,,,,,"JOAO DA SILVA PORTO, 96 — URBANOVA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03257133000136,1,M.H. MAQUINAS E EQUIPAMENTOS LTDA,M H MAQUINAS E EQUIPAMENTOS,2,2005-11-03,0,,,,2062,1999-07-05,4744001,RUA,ANTONIO CONSTANTINO,42,,JARDIM SATELITE,12231680,SP,7099,SAO JOSE DOS CAMPOS,12  39213194,12  39214316,12  39213194,JBS@JBSCONTABILIDADE.COM.BR,49,50000.00,01,1,2017-01-01,,0,,,,,"ANTONIO CONSTANTINO, 42 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03258532000111,1,ASSOCIACAO DOS PROPRIETARIOS DO RESIDENCIAL ALTOS DA SERRA III,APRAS III,2,2019-01-17,0,,,,3999,1999-07-02,9430800,RUA,CONRADO CRUZ,28,,URBANOVA,12244530,SP,7099,SAO JOSE DOS CAMPOS,12  39492277,,,,16,0.00,05,0,,,0,,,,,"CONRADO CRUZ, 28 — URBANOVA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03258534000100,1,MELLO & BOLONETTI SERVICOS MEDICOS LTDA,,2,2005-11-03,0,,,,2240,1999-07-06,8630502,PRACA,ANTILHAS,45,,VILA RUBI,12245571,SP,7099,SAO JOSE DOS CAMPOS,12  39416366,,,,49,3000.00,05,0,,,0,,,,,"ANTILHAS, 45 — VILA RUBI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03258682000125,1,MTEC SERVICOS DE DISTRIBUICAO E LOGISTICA LTDA,MTEC LOG,2,2006-10-13,0,,,,2062,1999-06-23,5250804,RUA,SIQUEIRA CAMPOS,591,SALA  01,CENTRO,12210250,SP,7099,SAO JOSE DOS CAMPOS,12  39423003,,012 3319461,SERTEC@SERTECCONTABIL.COM.BR,49,100000.00,03,1,2020-01-01,,0,,,,,"SIQUEIRA CAMPOS, 591 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03258682000206,2,MTEC SERVICOS DE DISTRIBUICAO E LOGISTICA LTDA,,2,2020-09-08,0,,,,2062,2020-09-08,5250804,AVENIDA,DOUTOR ADHEMAR DE BARROS,800,,JARDIM SAO DIMAS,12245010,SP,7099,SAO JOSE DOS CAMPOS,12  39423003,,,PROCESSOS@SERTECCONTABIL.COM.BR,49,0.00,03,1,2020-01-01,,0,,,,,"DOUTOR ADHEMAR DE BARROS, 800 — JARDIM SAO DIMAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03259383000105,1,RAPPORT CONSULTORIA EMPRESARIAL LTDA,RAPPORT BUSINESS CONSULTING,2,2005-11-03,0,,,,2240,1999-07-07,7020400,RUA,EUCLIDES MIRAGAIA,394,SALA: 1805;,CENTRO,12245820,SP,7099,SAO JOSE DOS CAMPOS,12  30195702,,12  39315023,,49,5000.00,01,0,2011-01-01,2011-09-30,0,,,,,"EUCLIDES MIRAGAIA, 394 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03260448000132,1,MIKROMIX - SISTEMAS COPIATIVOS LTDA.,,2,2001-02-25,0,,,,2062,1999-07-01,4751201,AVENIDA,DOUTOR MARIO GALVAO,560,,JARDIM BELA VISTA,12209004,SP,7099,SAO JOSE DOS CAMPOS,12  39438600,,12  39433034,MIKROMIX@MIKROMIX.COM.BR,49,0.00,03,1,2007-07-01,,0,,,,,"DOUTOR MARIO GALVAO, 560 — JARDIM BELA VISTA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03260930000172,1,JAKSON CESAR CALIXTO DE OLIVEIRA,REDECARVALE,2,2019-01-27,0,,,,2135,1999-06-23,4511102,AVENIDA,CIDADE JARDIM,5281,SALA  07,BOSQUE DOS EUCALIPTOS,12232000,SP,7099,SAO JOSE DOS CAMPOS,12  30212108,12  30292952,12  30212108,jakson@redecarvale.com.br,50,2000.00,01,0,,,0,,,,,"CIDADE JARDIM, 5281 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03266594000175,1,OLIVEIRA & MARCONDES BAR E RESTAURANTE LTDA,,2,2005-11-03,0,,,,2062,1999-07-05,5611201,RUA,SERIMBURA,328,,VILA GUAIANAZES,12243360,SP,7099,SAO JOSE DOS CAMPOS,12  39219890,,12  32099891,CONTABILIDADEMARCONDES@GMAIL.COM,49,1000.00,01,1,2007-07-01,,0,,,,,"SERIMBURA, 328 — VILA GUAIANAZES",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03268094000172,1,S DE C DE M MORGILLO,,2,2006-12-02,0,,,,2135,1999-07-12,4712100,RUA,RIO TIBAGI,68,,JD PARARANGABA,12224801,SP,7099,SAO JOSE DOS CAMPOS,,,,,50,0.00,01,0,,,0,,,,,"RIO TIBAGI, 68 — JD PARARANGABA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03269395000110,1,A.M. GUEDES & CIA LTDA.,GUEDES VEICULOS,2,2001-01-27,0,,,,2062,1999-07-05,4511102,AVENIDA,JUSCELINO KUBITSCHEK,6800,,VILA INDUSTRIAL,12220000,SP,7099,SAO JOSE DOS CAMPOS,12  39297099,,,GUEDES.VEICULOS@YAHOO.COM.BR,49,5000.00,05,0,,,0,,,,,"JUSCELINO KUBITSCHEK, 6800 — VILA INDUSTRIAL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03270932000142,1,BAZAR PRINCESA DO BOSQUE LTDA,BAZAR PAO DE MEL,2,2005-11-03,0,,,,2062,1999-07-07,4789099,AVENIDA,OURO FINO,103,LOJA 03,BOSQUE EUCALIPTOS,12233400,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,01,0,,,0,,,,,"OURO FINO, 103 — BOSQUE EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03271358000147,1,TAKANO & KOMATSU CENTRO DE FORMACAO DE CONDUTORES LIMITADA,CENTRO DE FORMACAO DE CONDUTORES NIPPON,2,2005-11-03,0,,,,2240,1999-07-08,8599601,RUA,SALVADOR LAHOZ,275,,JARDIM VALE DO SOL,12238220,SP,7099,SAO JOSE DOS CAMPOS,12  39331241,,,DFMFARIA@HOTMAIL.COM,49,10000.00,01,1,2007-07-01,,0,,,,,"SALVADOR LAHOZ, 275 — JARDIM VALE DO SOL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03271358000309,2,TAKANO & KOMATSU CENTRO DE FORMACAO DE CONDUTORES LIMITADA,,2,2004-10-28,0,,,,2240,2004-10-28,8599601,AVENIDA,RUI BARBOSA,1211,,VILA ROSSI,12211005,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,01,1,2007-07-01,,0,,,,,"RUI BARBOSA, 1211 — VILA ROSSI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03272638000170,1,W M SOUND EVENTOS EIRELI,W M EVENTOS,2,2005-11-03,0,,,,2305,1999-07-06,7739003,RUA,RUBIAO JUNIOR,748,,CENTRO,12210180,SP,7099,SAO JOSE DOS CAMPOS,012 3418071,,012 3418071,,65,1500000.00,01,0,,,0,,,,,"RUBIAO JUNIOR, 748 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03273068000132,1,LATERE SERVICOS FUNERARIOS S/C LTDA.,,2,2006-02-24,0,,,,2062,1999-07-13,8299799,RUA,GRANADA,163,,JD. SAO JOSE,12216000,SP,7099,SAO JOSE DOS CAMPOS,,,,,49,0.00,01,0,,,0,,,,,"GRANADA, 163 — JD. SAO JOSE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03274132000108,1,MULTI TELECOMUNICACOES LTDA,,2,2005-07-09,0,,,,2062,1999-07-02,4652400,AVENIDA,ENG. FRANCISCO JOSE LONGO,1612,1614,JD SAO DIMAS,12245001,SP,7099,SAO JOSE DOS CAMPOS,12  39217666,,,processos@satelitecontabil.com.br,49,0.00,05,0,,,0,,,,,"ENG. FRANCISCO JOSE LONGO, 1612 — JD SAO DIMAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03275512000159,1,CONDOMINIO EDIFICIO RESIDENCIAL GARDEN TOWER,,2,2005-11-03,0,,,,3085,1999-07-13,8112500,RUA,BENEDITO OSVALDO LECQUES,221,,JD. CASSIANO RICARDO,12246021,SP,7099,SAO JOSE DOS CAMPOS,012 3220723,,012 3220723,,19,0.00,05,0,,,0,,,,,"BENEDITO OSVALDO LECQUES, 221 — JD. CASSIANO RICARDO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03276552000115,1,ALUMINIOS FORGATTI VALE EIRELI,,2,2005-11-03,0,,,,2305,1999-07-12,4744001,RUA,KOICHI MATSUMURA,132,,JARDIM AMERICA,12235180,SP,7099,SAO JOSE DOS CAMPOS,12  39213032,,,fabioluiz@fnascimento.com.br,65,10000000.00,03,0,2007-07-01,2010-12-31,0,,,,,"KOICHI MATSUMURA, 132 — JARDIM AMERICA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03276583000176,1,DIAS & MARIOTTO TRANSPORTES  LTDA,,2,2019-08-02,0,,,,2062,1999-07-14,4930202,AVENIDA,CIDADE JARDIM,5569,SALA  06,BOSQUE DOS EUCALIPTOS,12233002,SP,7099,SAO JOSE DOS CAMPOS,11  29857666,,,DIASMARIOTTO@GMAIL.COM,49,500000.00,05,0,,,0,,,,,"CIDADE JARDIM, 5569 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03277117000105,1,VERITY EMPREENDIMENTOS E PARTICIPACOES LTDA,,2,2002-09-28,0,,,,2062,1999-02-17,4110700,AVENIDA,DR. NELSON  D'AVILA,389,11 ANDAR - SALA 116 B,CENTRO,12245030,SP,7099,SAO JOSE DOS CAMPOS,012 3411312,,012 3223699,,49,10000.00,05,0,,,0,,,,,"DR. NELSON  D'AVILA, 389 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03277479000104,1,AMELIA CANETO,CASA DE MAT.P/CONSTRUCAO S.EXPEDITO,2,2005-11-03,0,,,,2135,1999-05-28,4744005,RUA,CARLOS NUNES DE PAULA,2025,,CORONEL,12234000,SP,7099,SAO JOSE DOS CAMPOS,019 8211251,,019 8211251,,50,0.00,01,0,2007-07-01,2007-12-31,0,,,,,"CARLOS NUNES DE PAULA, 2025 — CORONEL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03279091000134,1,COMERCIO DE BEBIDAS GASOSA & NATURAL LTDA,,2,2005-11-03,0,,,,2062,1999-05-17,4635499,RUA,HELENA TIRELLO ALVARENGA DE SOUZA,98,,PALMEIRAS DE SAO JOSE,12237870,SP,7099,SAO JOSE DOS CAMPOS,12  39375580,,12  39375580,contabilteixeira@terra.com.br,49,10000.00,01,0,2007-07-01,2015-12-31,0,,,,,"HELENA TIRELLO ALVARENGA DE SOUZA, 98 — PALMEIRAS DE SAO JOSE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03279309000150,1,COMERCIO DE CARNES 2.000 LTDA,,2,2005-07-09,0,,,,2062,1999-07-16,4722901,AVENIDA,PEDRO ALVARES CABRAL,844,,JARDIM PAULISTA,12216000,SP,7099,SAO JOSE DOS CAMPOS,12  39227344,,11  26185811,DEC@ASSESSORIACONTABIL.NET,49,20000.00,05,1,2020-01-01,,0,,,,,"PEDRO ALVARES CABRAL, 844 — JARDIM PAULISTA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03279487000181,1,RONALDO GUIMARAES CORRETORA DE SEGUROS LTDA,,2,2005-11-03,0,,,,2062,1999-06-28,6622300,RUA,ARMANDO DE OLIVEIRA COBRA,50,SALA  808,PARQUE RESIDENCIAL AQUARIUS,12246002,SP,7099,SAO JOSE DOS CAMPOS,12  39234141,,,RGSEGURO@RGSEGURO.COM.BR,49,5000.00,01,1,2015-01-01,,0,,,,,"ARMANDO DE OLIVEIRA COBRA, 50 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03279941000102,1,MARIA IDENIL DE FARIA SJCAMPOS,,2,2005-09-24,0,,,,2135,1999-07-12,4712100,RUA,DOS METALURGICOS,71,,JD. VALPARAIBA,12221380,SP,7099,SAO JOSE DOS CAMPOS,012 3411818,,,,50,0.00,01,1,2007-07-01,,0,,,,,"DOS METALURGICOS, 71 — JD. VALPARAIBA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03280494000101,1,MONTANTE CONST INCORPORACOES LTDA,,2,1999-07-12,0,,,,2062,1999-07-12,7112000,AVENIDA,CASSIANO RICARDO,401,SALA  908,PARQUE RESIDENCIAL AQUARIUS,12246870,SP,7099,SAO JOSE DOS CAMPOS,12  39417888,,,MONTANTE@MONTANTE.COM.BR,49,1000000.00,05,0,,,0,,,,,"CASSIANO RICARDO, 401 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03281861000183,1,A.L.C DE OLIVEIRA,,2,2018-09-26,0,,,,2135,1999-07-15,4520007,RUA,PARAIBUNA,1032,,JARDIM SAO DIMAS,12245021,SP,7099,SAO JOSE DOS CAMPOS,12  39134986,12  81504622,,PROFILMS@BOL.COM.BR,50,0.00,01,1,2020-01-01,,0,,,,,"PARAIBUNA, 1032 — JARDIM SAO DIMAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03282412000150,1,EURO AIR INDUSTRIAL LTDA,EURO AIR,2,2005-09-03,0,,,,2062,1999-07-05,2829199,RUA,MIRACEMA,391,,CHACARAS REUNIDAS,12238360,SP,7099,SAO JOSE DOS CAMPOS,12  39046890,12  39046890,12  39046890,fcdurval@hotmail.com,49,50000.00,03,1,2007-07-01,,0,,,,,"MIRACEMA, 391 — CHACARAS REUNIDAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03283192000189,1,SEBASTIANA FRANCISCA VILAS BOAS,,2,2005-11-03,0,,,,2135,1999-07-12,5620101,RUA,EGLE CARNEVALLI,212,,JD DAS INDRUSTRIAS,12240490,SP,7099,SAO JOSE DOS CAMPOS,,,,,50,0.00,01,1,2007-07-01,,0,,,,,"EGLE CARNEVALLI, 212 — JD DAS INDRUSTRIAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03283216000108,1,VANDERLEI RAVARA TRANSPORTES,RAVARA TRANSPORTES,2,2005-11-03,0,,,,2135,1999-07-05,4930202,RUA,JAVA,254,,JARDIM PARAISO,12235500,SP,7099,SAO JOSE DOS CAMPOS,12  38762992,,,RITANATALI@HOTMAIL.COM,50,0.00,01,0,,,0,,,,,"JAVA, 254 — JARDIM PARAISO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03284541000187,1,COOPERVALE COOPERATIVA DE TRABALHO MULTIPROFISSIONAL INTEGRADA,,2,1999-07-14,0,,,,1015,1999-07-14,9430800,PRACA,AFONSO PENA,105,SALA 56,CENTRO/ S. J. CAMPOS,12210903,SP,7099,SAO JOSE DOS CAMPOS,012 3415565,,,,5,0.00,05,0,,,0,,,,,"AFONSO PENA, 105 — CENTRO/ S. J. CAMPOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03284785000160,1,AUTO MECANICA & ELETRICA MAANAIM S/C LTDA,MECANICA & ELETRICA MAANAIM,2,2005-11-03,0,,,,2240,1999-07-15,4520001,RUA,JOSE CAETANO CLEMENTE,61,,CONJ.ELMANO F.VELOSO,12234540,SP,7099,SAO JOSE DOS CAMPOS,,,,paulokishi@uol.com.br,49,0.00,01,1,2007-07-01,,0,,,,,"JOSE CAETANO CLEMENTE, 61 — CONJ.ELMANO F.VELOSO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03284807000191,1,RITA NARIKAWA,WWW.SUNPEAK.COM.BR,2,2005-08-27,0,,,,2135,1999-07-14,4781400,RUA,CEL JOSE MONTEIRO,233,,CENTRO,12210140,SP,7099,SAO JOSE DOS CAMPOS,12  39112209,,012 3231100,DRA.RITANARIKAWA@GMAIL.COM,50,20000.00,03,1,2007-07-01,,0,,,,,"CEL JOSE MONTEIRO, 233 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03285065000119,1,COMERCIAL VELOSO E SILVA LTDA,VALUTI CALCADOS,2,2005-11-03,0,,,,2062,1999-07-15,4782201,RUA,BACABAL,2884,,PARQUE INDUSTRIAL,12235680,SP,7099,SAO JOSE DOS CAMPOS,12  39399169,,,LUCASVELOSO@VALUTI.COM.BR,49,10000.00,01,1,2007-07-01,,0,,,,,"BACABAL, 2884 — PARQUE INDUSTRIAL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
03285120000170,1,A ALPHA PRINT SOLUCOES EM COPIAS LTDA,,2,2004-02-06,0,,,,2062,1999-07-16,8219901,RUA,PEDRO RABELO DE ARAUJO,39,,JARDIM APOLO II,12243111,SP,7099,SAO JOSE DOS CAMPOS,12  39217677,,,ORGVICHI@TERRA.COM.BR,49,2000.00,01,1,2020-01-01,,0,,,,,"PEDRO RABELO DE ARAUJO, 39 — JARDIM APOLO II",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
